runs,wickets,overs,runs_last_5,wickets_last_5,total_score
59,2,9,20,2,155
70,3,10,25,3,155
80,3,11,33,2,155
95,3,12,47,2,155
98,4,13,45,3,155
113,5,14,54,3,155
116,5,15,46,2,155
129,5,16,49,2,155
132,6,17,37,3,155
143,6,18,45,2,155
155,6,19,42,1,155
49,0,5,41,0,188
55,1,6,38,1,188
64,2,7,42,2,188
71,2,8,44,2,188
83,2,9,42,2,188
90,2,10,41,2,188
97,3,11,42,2,188
103,4,12,39,2,188
110,4,13,39,2,188
120,4,14,37,2,188
131,5,15,41,3,188
144,5,16,47,2,188
153,6,17,50,2,188
169,6,18,59,2,188
188,6,19,68,2,188
40,3,5,38,3,137
47,3,6,41,2,137
49,3,7,32,2,137
53,3,8,27,1,137
64,4,9,31,1,137
72,5,10,32,2,137
81,5,11,34,2,137
85,5,12,36,2,137
90,6,13,37,3,137
103,6,14,39,2,137
112,6,15,40,1,137
124,6,16,43,1,137
130,6,17,45,1,137
134,7,18,44,1,137
137,9,19,34,3,137
46,1,5,43,0,176
49,1,6,34,0,176
58,1,7,37,0,176
67,1,8,43,0,176
75,1,9,44,0,176
81,1,10,35,0,176
83,2,11,34,1,176
93,2,12,35,1,176
105,3,13,38,2,176
120,3,14,45,2,176
126,3,15,45,2,176
145,3,16,62,1,176
154,4,17,61,2,176
166,4,18,61,1,176
176,4,19,56,1,176
56,1,5,50,0,177
63,1,6,49,0,177
70,1,7,45,0,177
85,1,8,53,0,177
89,2,9,42,1,177
92,2,10,36,1,177
101,3,11,38,2,177
106,3,12,36,2,177
119,3,13,34,2,177
132,3,14,43,1,177
141,3,15,49,1,177
154,3,16,53,0,177
160,3,17,54,0,177
169,4,18,50,1,177
177,4,19,45,1,177
55,0,5,52,0,161
61,0,6,50,0,161
68,1,7,40,1,161
69,2,8,28,2,161
79,2,9,29,2,161
85,2,10,30,2,161
92,2,11,31,2,161
98,2,12,30,1,161
109,2,13,40,0,161
117,2,14,38,0,161
127,3,15,42,1,161
130,5,16,38,3,161
132,7,17,34,5,161
151,7,18,42,5,161
161,8,19,44,6,161
42,2,5,35,2,134
49,2,6,31,1,134
53,2,7,28,1,134
63,2,8,28,1,134
67,2,9,28,1,134
72,3,10,30,1,134
78,3,11,29,1,134
83,3,12,30,1,134
87,3,13,24,1,134
92,4,14,25,2,134
102,5,15,30,2,134
115,5,16,37,2,134
125,7,17,42,4,134
131,8,18,44,5,134
134,9,19,42,5,134
53,0,5,43,0,168
59,1,6,40,1,168
63,2,7,27,2,168
71,2,8,30,2,168
83,2,9,33,2,168
87,2,10,34,2,168
98,2,11,39,1,168
104,2,12,41,0,168
109,3,13,38,1,168
110,4,14,27,2,168
119,4,15,32,2,168
145,4,16,47,2,168
152,5,17,48,3,168
157,6,18,48,3,168
168,7,19,58,3,168
49,3,5,43,2,169
52,3,6,33,1,169
61,3,7,40,0,169
75,3,8,47,0,169
88,3,9,54,0,169
93,3,10,44,0,169
99,3,11,47,0,169
110,3,12,49,0,169
125,3,13,50,0,169
135,4,14,47,1,169
141,4,15,48,1,169
147,4,16,48,1,169
153,5,17,43,2,169
160,5,18,35,2,169
169,6,19,34,2,169
29,1,5,26,1,159
40,1,6,31,1,159
42,1,7,24,1,159
50,1,8,29,1,159
54,3,9,29,2,159
66,3,10,37,2,159
75,3,11,35,2,159
86,3,12,44,2,159
96,3,13,46,2,159
108,3,14,54,0,159
115,4,15,49,1,159
124,4,16,49,1,159
134,4,17,48,1,159
144,5,18,48,2,159
159,6,19,51,3,159
51,2,5,45,1,154
53,2,6,38,1,154
57,2,7,40,0,154
61,3,8,39,1,154
62,5,9,30,3,154
63,5,10,12,3,154
67,5,11,14,3,154
80,5,12,23,3,154
84,6,13,23,3,154
104,6,14,42,1,154
125,6,15,62,1,154
132,7,16,65,2,154
144,7,17,64,2,154
149,9,18,65,3,154
154,10,19,50,4,154
45,0,5,37,0,213
54,0,6,41,0,213
75,0,7,50,0,213
83,0,8,50,0,213
92,0,9,56,0,213
109,0,10,64,0,213
119,0,11,65,0,213
125,1,12,50,1,213
135,1,13,52,1,213
153,1,14,61,1,213
160,2,15,51,2,213
166,2,16,47,2,213
178,2,17,53,1,213
196,2,18,61,1,213
213,2,19,60,1,213
57,2,5,56,2,192
67,2,6,63,1,192
78,2,7,55,1,192
95,2,8,58,0,192
103,3,9,55,1,192
106,4,10,49,2,192
107,4,11,40,2,192
121,4,12,43,2,192
134,4,13,39,2,192
139,5,14,36,2,192
146,5,15,40,1,192
156,5,16,49,1,192
167,6,17,46,2,192
188,6,18,54,2,192
192,7,19,53,2,192
39,1,5,29,1,191
55,1,6,43,0,191
64,1,7,46,0,191
73,1,8,45,0,191
80,1,9,49,0,191
91,1,10,52,0,191
98,1,11,43,0,191
108,1,12,44,0,191
127,1,13,54,0,191
135,1,14,55,0,191
148,1,15,57,0,191
158,2,16,60,1,191
170,2,17,62,1,191
174,4,18,47,3,191
191,4,19,56,3,191
56,1,5,54,1,176
61,1,6,46,0,176
75,1,7,51,0,176
80,1,8,48,0,176
87,3,9,40,2,176
90,3,10,34,2,176
95,3,11,34,2,176
105,3,12,30,2,176
111,4,13,31,3,176
127,4,14,40,1,176
135,4,15,45,1,176
145,4,16,50,1,176
158,4,17,53,1,176
168,4,18,57,0,176
176,5,19,49,1,176
46,1,5,38,1,198
52,1,6,37,1,198
58,1,7,32,1,198
63,1,8,31,1,198
69,1,9,30,1,198
80,2,10,34,1,198
91,2,11,39,1,198
100,2,12,42,1,198
111,2,13,48,1,198
139,2,14,70,1,198
161,2,15,81,0,198
165,3,16,74,1,198
170,4,17,70,2,198
180,4,18,69,2,198
198,4,19,59,2,198
82,1,5,72,1,199
87,1,6,66,1,199
101,1,7,67,1,199
117,1,8,66,1,199
123,1,9,55,1,199
134,1,10,52,0,199
150,1,11,63,0,199
166,1,12,65,0,199
170,2,13,53,1,199
191,2,14,68,1,199
199,2,15,65,1,199
65,1,5,53,1,187
71,1,6,42,1,187
77,1,7,33,1,187
88,1,8,41,0,187
96,1,9,39,0,187
109,1,10,44,0,187
116,2,11,45,1,187
122,2,12,45,1,187
132,2,13,44,1,187
141,2,14,45,1,187
149,2,15,40,1,187
154,2,16,38,0,187
168,2,17,46,0,187
180,3,18,48,1,187
187,5,19,46,3,187
72,1,5,63,1,188
79,2,6,54,2,188
83,3,7,43,3,188
96,3,8,40,2,188
99,3,9,37,2,188
110,3,10,38,2,188
119,4,11,40,2,188
124,5,12,41,2,188
133,5,13,37,2,188
146,5,14,47,2,188
155,5,15,45,2,188
171,5,16,52,1,188
183,6,17,59,1,188
188,6,18,55,1,188
48,2,5,40,2,142
56,2,6,36,2,142
60,3,7,31,3,142
61,4,8,24,3,142
68,4,9,21,3,142
74,4,10,26,2,142
82,4,11,26,2,142
84,5,12,24,2,142
94,5,13,33,1,142
102,5,14,34,1,142
110,5,15,36,1,142
120,5,16,38,1,142
123,6,17,39,1,142
132,7,18,38,2,142
142,8,19,40,3,142
23,5,5,14,4,128
28,6,6,14,4,128
34,6,7,15,4,128
44,6,8,23,2,128
57,6,9,36,2,128
67,6,10,44,1,128
69,6,11,41,0,128
78,6,12,44,0,128
83,6,13,39,0,128
91,6,14,34,0,128
97,6,15,30,0,128
101,6,16,32,0,128
113,6,17,35,0,128
118,7,18,35,1,128
128,7,19,37,1,128
45,0,5,38,0,176
53,0,6,41,0,176
55,0,7,35,0,176
57,1,8,29,1,176
65,1,9,31,1,176
70,1,10,25,1,176
83,1,11,30,1,176
85,2,12,30,2,176
97,2,13,40,1,176
113,2,14,48,1,176
122,2,15,52,1,176
134,3,16,51,2,176
146,3,17,61,1,176
161,3,18,64,1,176
176,3,19,63,1,176
55,1,5,54,1,179
58,1,6,53,1,179
61,1,7,46,1,179
68,1,8,44,0,179
83,1,9,46,0,179
87,2,10,32,1,179
91,2,11,33,1,179
98,2,12,37,1,179
101,3,13,33,2,179
115,3,14,32,2,179
121,3,15,34,1,179
130,4,16,39,2,179
147,4,17,49,2,179
166,4,18,65,1,179
179,4,19,64,1,179
50,1,5,39,1,188
53,1,6,37,0,188
67,1,7,45,0,188
80,1,8,55,0,188
88,2,9,52,1,188
91,2,10,41,1,188
104,2,11,51,1,188
114,2,12,47,1,188
128,3,13,48,2,188
135,4,14,47,2,188
143,4,15,52,2,188
152,4,16,48,2,188
158,5,17,44,3,188
176,6,18,48,3,188
188,7,19,53,3,188
50,2,5,44,1,162
58,2,6,44,1,162
63,2,7,38,1,162
70,3,8,34,2,162
82,3,9,39,2,162
90,3,10,40,1,162
95,4,11,37,2,162
102,5,12,39,3,162
106,6,13,36,3,162
121,6,14,39,3,162
128,6,15,38,3,162
142,7,16,47,3,162
148,7,17,46,2,162
153,7,18,47,1,162
162,7,19,41,1,162
65,2,5,47,2,131
68,3,6,43,3,131
73,3,7,34,3,131
79,3,8,27,2,131
87,4,9,31,3,131
93,4,10,28,2,131
94,6,11,26,3,131
98,6,12,25,3,131
100,6,13,21,3,131
107,6,14,20,2,131
116,6,15,23,2,131
122,7,16,28,1,131
126,9,17,28,3,131
131,9,18,31,3,131
131,10,19,24,4,131
39,4,5,36,3,49
40,6,6,33,4,49
43,7,7,21,4,49
48,8,8,24,5,49
49,10,9,21,6,49
48,0,5,39,0,160
55,0,6,37,0,160
69,0,7,44,0,160
74,0,8,43,0,160
84,1,9,47,1,160
88,1,10,40,1,160
100,2,11,45,2,160
104,3,12,35,3,160
111,3,13,37,3,160
120,3,14,36,2,160
126,3,15,38,2,160
137,4,16,37,2,160
142,5,17,38,2,160
150,5,18,39,2,160
160,6,19,40,3,160
44,1,5,41,1,157
50,1,6,36,1,157
56,2,7,29,2,157
60,3,8,25,3,157
68,3,9,33,2,157
77,3,10,33,2,157
86,3,11,36,2,157
94,4,12,38,2,157
105,4,13,45,1,157
113,4,14,45,1,157
122,4,15,45,1,157
126,5,16,40,2,157
137,5,17,43,1,157
144,5,18,39,1,157
157,8,19,44,4,157
57,0,5,51,0,182
62,0,6,48,0,182
65,1,7,40,1,182
74,1,8,44,1,182
83,1,9,41,1,182
89,1,10,32,1,182
98,1,11,36,1,182
107,1,12,42,0,182
114,2,13,40,1,182
129,2,14,46,1,182
140,2,15,51,1,182
147,2,16,49,1,182
152,4,17,45,3,182
170,4,18,56,2,182
182,5,19,53,3,182
45,1,5,37,1,184
56,1,6,38,1,184
76,1,7,55,0,184
87,1,8,59,0,184
101,1,9,63,0,184
111,1,10,66,0,184
123,1,11,67,0,184
135,1,12,59,0,184
147,1,13,60,0,184
159,1,14,58,0,184
173,1,15,62,0,184
178,2,16,55,1,184
180,3,17,45,2,184
184,3,18,37,2,184
35,3,5,32,3,134
45,3,6,35,3,134
56,3,7,39,3,134
58,4,8,36,3,134
61,5,9,38,2,134
73,5,10,38,2,134
77,5,11,32,2,134
88,5,12,32,2,134
102,6,13,44,2,134
107,7,14,46,2,134
111,8,15,38,3,134
116,8,16,39,3,134
120,8,17,32,3,134
130,8,18,28,2,134
134,10,19,27,3,134
49,2,5,41,2,135
51,2,6,38,2,135
62,2,7,43,1,135
81,2,8,58,1,135
89,2,9,51,0,135
104,2,10,55,0,135
115,2,11,64,0,135
124,3,12,62,1,135
135,3,13,54,1,135
53,1,5,48,1,160
60,1,6,43,1,160
66,1,7,35,1,160
71,1,8,30,1,160
78,1,9,30,0,160
83,1,10,30,0,160
93,1,11,33,0,160
108,1,12,42,0,160
123,2,13,52,1,160
131,2,14,53,1,160
140,4,15,57,3,160
146,4,16,53,3,160
149,5,17,41,4,160
154,5,18,31,3,160
160,6,19,29,4,160
47,1,5,39,1,161
61,1,6,43,0,161
80,1,7,54,0,161
93,1,8,63,0,161
101,1,9,65,0,161
104,1,10,57,0,161
113,1,11,52,0,161
125,2,12,45,1,161
138,2,13,45,1,161
140,3,14,39,2,161
156,3,15,52,2,161
161,3,16,48,2,161
60,0,5,57,0,207
72,0,6,59,0,207
83,0,7,61,0,207
99,0,8,66,0,207
107,1,9,57,1,207
113,1,10,53,1,207
120,1,11,48,1,207
131,1,12,48,1,207
143,1,13,44,1,207
155,2,14,48,1,207
160,2,15,47,1,207
171,2,16,51,1,207
176,3,17,45,2,207
196,3,18,53,2,207
207,3,19,52,1,207
59,3,5,49,3,181
67,3,6,42,3,181
70,3,7,42,2,181
75,3,8,38,1,181
76,3,9,34,0,181
88,3,10,29,0,181
96,3,11,29,0,181
115,3,12,45,0,181
121,4,13,46,1,181
138,5,14,62,2,181
146,6,15,58,3,181
158,6,16,62,3,181
167,7,17,52,4,181
175,7,18,54,3,181
181,9,19,43,4,181
43,1,5,39,1,157
51,1,6,42,1,157
57,1,7,39,1,157
63,2,8,39,1,157
67,2,9,36,1,157
69,2,10,26,1,157
85,2,11,34,1,157
98,2,12,41,1,157
109,3,13,46,1,157
111,3,14,44,1,157
115,3,15,46,1,157
129,3,16,44,1,157
139,3,17,41,1,157
147,3,18,38,0,157
157,3,19,46,0,157
39,2,5,35,2,96
43,2,6,32,1,96
45,3,7,20,2,96
48,4,8,18,3,96
49,5,9,16,3,96
53,5,10,14,3,96
60,5,11,17,3,96
61,6,12,16,3,96
66,6,13,18,2,96
71,7,14,22,2,96
74,7,15,21,2,96
82,8,16,22,3,96
86,9,17,25,3,96
88,9,18,22,3,96
96,9,19,25,2,96
48,3,5,41,3,153
51,3,6,30,2,153
55,3,7,19,2,153
62,4,8,16,3,153
70,4,9,23,2,153
83,4,10,35,1,153
84,5,11,33,2,153
92,5,12,37,2,153
95,6,13,33,2,153
100,6,14,30,2,153
102,7,15,19,3,153
110,7,16,26,2,153
129,7,17,37,2,153
144,9,18,49,3,153
153,9,19,53,3,153
61,1,5,48,1,153
68,1,6,44,1,153
72,1,7,32,1,153
76,1,8,33,0,153
82,2,9,30,1,153
90,2,10,29,1,153
93,2,11,25,1,153
104,2,12,32,1,153
109,4,13,33,3,153
114,4,14,32,2,153
123,4,15,33,2,153
130,5,16,37,3,153
139,5,17,35,3,153
143,8,18,34,4,153
153,10,19,39,6,153
25,3,5,24,2,67
29,4,6,27,3,67
31,5,7,24,3,67
33,6,8,20,4,67
37,6,9,15,3,67
46,6,10,21,3,67
51,6,11,22,2,67
58,6,12,27,1,67
59,6,13,26,0,67
60,7,14,23,1,67
65,8,15,19,2,67
67,9,16,16,3,67
67,10,17,9,4,67
50,0,5,42,0,68
59,0,6,44,0,68
68,0,7,51,0,68
79,0,5,73,0,209
87,0,6,69,0,209
94,0,7,59,0,209
105,0,8,53,0,209
123,0,9,56,0,209
126,0,10,47,0,209
133,0,11,46,0,209
140,1,12,46,1,209
146,1,13,41,1,209
154,1,14,31,1,209
169,1,15,43,1,209
175,2,16,42,2,209
186,2,17,46,1,209
202,2,18,56,1,209
209,3,19,55,2,209
44,2,5,35,2,161
52,2,6,40,1,161
58,2,7,42,0,161
72,2,8,47,0,161
82,2,9,46,0,161
90,3,10,46,1,161
107,3,11,55,1,161
110,4,12,52,2,161
118,4,13,46,2,161
122,4,14,40,2,161
130,5,15,40,2,161
138,5,16,31,2,161
149,5,17,39,1,161
154,6,18,36,2,161
161,7,19,39,3,161
52,2,5,42,2,162
56,2,6,40,2,162
63,2,7,42,2,162
76,2,8,45,1,162
80,2,9,40,1,162
87,3,10,35,1,162
96,3,11,40,1,162
106,4,12,43,2,162
111,5,13,35,3,162
115,5,14,35,3,162
122,5,15,35,2,162
132,5,16,36,2,162
147,5,17,41,1,162
157,5,18,46,0,162
162,8,19,47,3,162
55,1,5,49,0,165
58,1,6,43,0,165
62,2,7,30,1,165
70,2,8,34,1,165
74,3,9,27,2,165
86,3,10,31,2,165
90,3,11,32,2,165
98,4,12,36,2,165
104,5,13,34,3,165
114,5,14,40,2,165
125,5,15,39,2,165
133,6,16,43,3,165
145,6,17,47,2,165
156,6,18,52,1,165
165,6,19,51,1,165
55,1,5,44,1,161
66,1,6,54,1,161
71,2,7,47,2,161
86,2,8,51,2,161
94,4,9,48,4,161
101,4,10,46,3,161
109,5,11,43,4,161
121,5,12,50,3,161
128,5,13,42,3,161
135,6,14,41,2,161
140,6,15,39,2,161
146,6,16,37,1,161
148,8,17,27,3,161
155,8,18,27,3,161
161,10,19,26,4,161
43,4,5,35,2,167
47,4,6,36,1,167
51,4,7,34,1,167
52,4,8,28,1,167
67,4,9,30,1,167
72,4,10,29,0,167
80,4,11,33,0,167
87,4,12,36,0,167
90,4,13,38,0,167
102,4,14,35,0,167
118,4,15,46,0,167
126,5,16,46,1,167
137,5,17,50,1,167
154,5,18,64,1,167
167,5,19,65,1,167
66,1,5,62,1,185
67,1,6,52,1,185
75,1,7,50,1,185
78,2,8,38,2,185
83,2,9,34,2,185
90,2,10,24,1,185
93,3,11,26,2,185
98,3,12,23,2,185
106,3,13,28,1,185
114,3,14,31,1,185
126,3,15,36,1,185
133,3,16,40,0,185
153,3,17,55,0,185
166,3,18,60,0,185
185,3,19,71,0,185
62,1,5,59,1,189
70,1,6,54,1,189
73,2,7,45,2,189
80,2,8,40,2,189
96,2,9,50,1,189
101,2,10,39,1,189
109,3,11,39,2,189
125,3,12,52,1,189
137,3,13,57,1,189
142,3,14,46,1,189
148,4,15,47,2,189
162,4,16,53,1,189
174,4,17,49,1,189
185,4,18,48,1,189
189,4,19,47,1,189
41,3,5,41,2,155
44,3,6,36,2,155
52,3,7,38,2,155
55,3,8,36,1,155
59,4,9,32,2,155
74,4,10,33,1,155
89,4,11,45,1,155
95,4,12,43,1,155
103,4,13,48,1,155
110,5,14,51,1,155
119,5,15,45,1,155
120,6,16,31,2,155
130,7,17,35,3,155
151,7,18,48,3,155
155,8,19,45,3,155
74,2,5,67,2,158
77,2,6,66,1,158
88,2,7,58,1,158
89,3,8,42,2,158
96,3,9,37,1,158
101,3,10,27,1,158
110,3,11,33,1,158
130,3,12,42,1,158
131,4,13,42,1,158
134,4,14,38,1,158
139,4,15,38,1,158
146,5,16,36,2,158
148,5,17,18,2,158
151,6,18,20,2,158
158,6,19,24,2,158
58,2,5,48,2,208
64,2,6,51,0,208
77,2,7,57,0,208
83,2,8,48,0,208
93,2,9,47,0,208
109,2,10,51,0,208
127,2,11,63,0,208
139,2,12,62,0,208
158,3,13,75,1,208
164,4,14,71,2,208
171,4,15,62,2,208
178,4,16,51,2,208
184,5,17,45,3,208
191,6,18,33,3,208
208,7,19,44,3,208
63,1,5,52,1,214
73,1,6,58,1,214
83,1,7,58,0,214
97,1,8,56,0,214
113,1,9,55,0,214
137,1,10,74,0,214
153,1,11,80,0,214
165,1,12,82,0,214
177,2,13,80,1,214
182,3,14,69,2,214
189,3,15,52,2,214
205,3,16,52,2,214
214,3,17,49,2,214
35,2,5,33,1,138
39,3,6,28,2,138
42,3,7,27,2,138
53,3,8,34,1,138
55,3,9,26,1,138
60,3,10,25,1,138
63,4,11,24,1,138
70,4,12,28,1,138
79,5,13,26,2,138
84,5,14,29,2,138
99,5,15,39,2,138
110,5,16,47,1,138
119,6,17,49,2,138
119,7,18,40,2,138
138,7,19,54,2,138
46,3,5,39,2,119
50,3,6,28,2,119
52,4,7,29,2,119
55,4,8,28,2,119
68,4,9,31,1,119
72,5,10,26,2,119
75,6,11,25,3,119
84,6,12,32,2,119
88,7,13,33,3,119
98,7,14,30,3,119
106,7,15,34,2,119
111,7,16,36,1,119
115,9,17,31,3,119
119,10,18,31,3,119
35,1,5,32,1,148
40,2,6,34,1,148
43,2,7,31,1,148
48,2,8,29,1,148
51,2,9,27,1,148
68,2,10,33,1,148
73,2,11,33,0,148
86,2,12,43,0,148
98,2,13,50,0,148
100,3,14,49,1,148
105,5,15,37,3,148
116,5,16,43,3,148
123,5,17,37,3,148
142,6,18,44,4,148
148,8,19,48,5,148
47,2,5,36,2,136
49,2,6,35,2,136
59,2,7,36,2,136
69,2,8,44,2,136
74,2,9,41,0,136
76,2,10,29,0,136
83,2,11,34,0,136
94,3,12,35,1,136
96,4,13,27,2,136
101,4,14,27,2,136
108,4,15,32,2,136
117,4,16,34,2,136
127,6,17,33,3,136
136,6,18,40,2,136
136,9,19,35,5,136
60,0,5,57,0,212
65,0,6,55,0,212
76,0,7,58,0,212
79,1,8,48,1,212
84,1,9,43,1,212
97,1,10,37,1,212
109,1,11,44,1,212
122,2,12,46,2,212
139,2,13,60,1,212
148,2,14,64,1,212
155,3,15,58,2,212
166,3,16,57,2,212
182,3,17,60,1,212
189,3,18,50,1,212
212,3,19,64,1,212
35,5,5,31,4,66
37,5,6,31,3,66
40,6,7,20,4,66
47,7,8,21,4,66
50,8,9,19,4,66
58,9,10,23,4,66
64,9,11,27,4,66
66,9,12,26,3,66
66,10,13,19,3,66
40,3,5,39,2,158
49,3,6,37,2,158
54,3,7,34,1,158
59,3,8,30,1,158
63,3,9,29,0,158
71,3,10,31,0,158
78,3,11,29,0,158
84,3,12,30,0,158
96,3,13,37,0,158
105,3,14,42,0,158
108,4,15,37,1,158
115,4,16,37,1,158
125,4,17,41,1,158
137,5,18,41,2,158
158,6,19,53,3,158
105,0,5,91,0,159
105,1,6,85,1,159
110,2,7,76,2,159
115,2,8,56,2,159
126,2,9,41,2,159
136,2,10,31,2,159
141,2,11,36,1,159
152,2,12,42,0,159
156,3,13,41,1,159
157,4,14,31,2,159
159,4,15,23,2,159
44,1,5,42,0,189
54,1,6,51,0,189
63,1,7,50,0,189
72,1,8,51,0,189
81,1,9,52,0,189
89,1,10,45,0,189
99,1,11,45,0,189
109,1,12,46,0,189
114,1,13,42,0,189
123,1,14,42,0,189
133,2,15,44,1,189
150,2,16,51,1,189
159,2,17,50,1,189
175,2,18,61,1,189
189,3,19,66,2,189
58,0,5,51,0,192
69,0,6,52,0,192
81,0,7,58,0,192
91,0,8,55,0,192
103,1,9,54,1,192
114,1,10,56,1,192
123,2,11,54,2,192
131,2,12,50,2,192
137,2,13,46,2,192
148,2,14,45,1,192
158,2,15,44,1,192
162,2,16,39,0,192
166,4,17,35,2,192
182,4,18,45,2,192
192,4,19,44,2,192
36,2,5,33,2,138
42,3,6,38,2,138
45,3,7,25,2,138
53,3,8,31,2,138
59,3,9,30,1,138
67,3,10,31,1,138
72,3,11,30,0,138
80,3,12,35,0,138
95,3,13,42,0,138
99,4,14,40,1,138
110,4,15,43,1,138
112,4,16,40,1,138
126,4,17,46,1,138
132,5,18,37,2,138
138,7,19,39,3,138
43,1,5,36,1,140
52,1,6,42,0,140
65,1,7,44,0,140
76,1,8,50,0,140
83,1,9,46,0,140
94,1,10,51,0,140
98,1,11,46,0,140
99,2,12,34,1,140
109,2,13,33,1,140
113,3,14,30,2,140
121,3,15,27,2,140
129,3,16,31,2,140
136,3,17,37,1,140
140,3,18,31,1,140
41,2,5,33,2,167
45,2,6,34,2,167
54,2,7,35,2,167
57,3,8,29,3,167
63,3,9,24,2,167
67,3,10,26,1,167
86,3,11,41,1,167
97,3,12,43,1,167
105,3,13,48,0,167
115,3,14,52,0,167
128,4,15,61,1,167
134,4,16,48,1,167
148,5,17,51,2,167
158,6,18,53,3,167
167,6,19,52,3,167
61,1,5,47,1,153
64,1,6,39,1,153
68,1,7,37,1,153
76,1,8,37,0,153
79,3,9,30,2,153
82,3,10,21,2,153
86,3,11,22,2,153
97,3,12,29,2,153
106,3,13,30,2,153
118,3,14,39,0,153
124,3,15,42,0,153
131,3,16,45,0,153
139,5,17,42,2,153
148,6,18,42,3,153
153,6,19,35,3,153
50,2,5,43,2,195
62,3,6,47,3,195
70,3,7,49,3,195
85,3,8,54,2,195
91,3,9,52,2,195
98,3,10,48,1,195
103,3,11,41,0,195
115,3,12,45,0,195
126,3,13,41,0,195
134,3,14,43,0,195
148,3,15,50,0,195
164,4,16,61,1,195
175,4,17,60,1,195
183,5,18,57,2,195
195,5,19,61,2,195
64,2,5,57,2,197
71,2,6,56,0,197
73,3,7,51,1,197
82,3,8,50,1,197
92,4,9,45,2,197
98,4,10,34,2,197
110,5,11,39,3,197
119,5,12,46,2,197
121,6,13,39,3,197
138,6,14,46,2,197
152,6,15,54,2,197
173,6,16,63,1,197
181,6,17,62,1,197
187,7,18,66,1,197
197,8,19,59,2,197
71,1,5,58,1,230
85,1,6,56,1,230
100,1,7,68,1,230
121,1,8,70,1,230
126,1,9,66,1,230
131,2,10,60,1,230
141,2,11,56,1,230
147,2,12,47,1,230
161,2,13,40,1,230
173,2,14,47,1,230
190,3,15,59,1,230
198,3,16,57,1,230
207,3,17,60,1,230
214,3,18,53,1,230
230,3,19,57,1,230
68,0,5,58,0,223
82,0,6,59,0,223
87,0,7,58,0,223
104,1,8,67,1,223
108,2,9,56,2,223
117,2,10,49,2,223
120,3,11,38,3,223
123,4,12,36,4,223
137,4,13,33,3,223
148,4,14,40,2,223
175,4,15,58,2,223
192,5,16,72,2,223
208,6,17,85,2,223
215,6,18,78,2,223
223,6,19,75,2,223
54,2,5,51,1,168
63,2,6,54,1,168
73,2,7,62,0,168
83,3,8,57,1,168
85,3,9,45,1,168
89,3,10,35,1,168
105,3,11,42,1,168
109,3,12,36,1,168
117,4,13,34,1,168
123,4,14,38,1,168
129,5,15,40,2,168
141,6,16,36,3,168
160,6,17,51,3,168
163,7,18,46,3,168
168,8,19,45,4,168
53,2,5,43,1,161
62,2,6,44,1,161
65,2,7,43,1,161
74,2,8,38,1,161
78,3,9,37,1,161
84,3,10,31,1,161
92,3,11,30,1,161
99,3,12,34,1,161
111,3,13,37,1,161
117,3,14,39,0,161
126,4,15,42,1,161
131,4,16,39,1,161
136,5,17,37,2,161
144,6,18,33,3,161
161,7,19,44,4,161
61,0,5,50,0,154
73,0,6,53,0,154
76,0,7,43,0,154
93,0,8,58,0,154
105,0,9,57,0,154
111,1,10,50,1,154
118,1,11,45,1,154
120,3,12,44,3,154
123,5,13,30,5,154
126,5,14,21,5,154
134,5,15,23,4,154
142,7,16,24,6,154
150,7,17,30,4,154
154,8,18,31,3,154
154,10,19,28,5,154
47,2,5,40,2,158
52,2,6,32,2,158
58,2,7,33,0,158
71,2,8,44,0,158
82,2,9,49,0,158
86,2,10,39,0,158
102,2,11,50,0,158
112,2,12,54,0,158
117,2,13,46,0,158
127,2,14,45,0,158
135,2,15,49,0,158
142,2,16,40,0,158
154,2,17,42,0,158
158,2,18,41,0,158
51,1,5,49,1,173
57,1,6,45,1,173
68,1,7,50,0,173
72,2,8,40,1,173
79,2,9,40,1,173
86,2,10,35,1,173
94,2,11,37,1,173
99,2,12,31,1,173
105,2,13,33,0,173
118,2,14,39,0,173
130,3,15,44,1,173
139,3,16,45,1,173
157,3,17,58,1,173
168,4,18,63,2,173
173,5,19,55,3,173
53,3,5,53,2,164
63,4,6,52,3,164
80,4,7,50,3,164
87,5,8,52,4,164
92,5,9,43,3,164
106,5,10,53,2,164
115,5,11,52,1,164
126,5,12,46,1,164
128,5,13,41,0,164
131,6,14,39,1,164
135,6,15,29,1,164
149,6,16,34,1,164
153,7,17,27,2,164
160,8,18,32,3,164
164,8,19,33,2,164
32,5,5,28,4,73
34,5,6,23,4,73
39,5,7,20,4,73
50,5,8,27,3,73
55,6,9,26,3,73
59,6,10,27,1,73
64,7,11,30,2,73
69,7,12,30,2,73
69,8,13,19,3,73
71,8,14,16,2,73
73,10,15,14,4,73
43,1,5,40,1,78
49,1,6,40,1,78
55,1,7,37,1,78
58,1,8,28,1,78
62,1,9,26,1,78
67,1,10,24,0,78
78,1,11,29,0,78
37,1,5,27,1,161
41,1,6,24,1,161
48,1,7,29,1,161
59,1,8,32,1,161
66,1,9,36,0,161
71,1,10,34,0,161
90,1,11,49,0,161
96,1,12,48,0,161
101,2,13,42,1,161
107,3,14,41,2,161
112,3,15,41,2,161
126,4,16,36,3,161
135,5,17,39,4,161
145,6,18,44,4,161
161,6,19,54,3,161
42,2,5,40,1,151
47,2,6,34,1,151
51,2,7,34,1,151
67,2,8,42,1,151
